0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.618788
0--2,0.613198
1--2,0.835607
1--3,0.863973
2--3,0.637669
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.618788
0--2,0.613198
1--2,0.835607
1--3,0.863973
2--3,0.637669
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.618788
0--2,0.613198
1--2,0.835607
1--3,0.863973
2--3,0.637669
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.618788
0--2,0.613198
1--2,0.835607
1--3,0.863973
2--3,0.637669
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.618788
0--2,0.613198
1--2,0.835607
1--3,0.863973
2--3,0.637669
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.618788
0--2,0.613198
1--2,0.835607
1--3,0.863973
2--3,0.637669
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.618788
0--2,0.613198
1--2,0.835607
1--3,0.863973
2--3,0.637669
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.618788
0--2,0.613198
1--2,0.835607
1--3,0.863973
2--3,0.637669
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.25144
1--2,0.229548
2--3,0.64106
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.618788
0--2,0.613198
1--2,0.835607
1--3,0.863973
2--3,0.637669
0--1,0.134956
0--1,0.27393
1--2,0.246525
2--3,0.140674
0--1,0.618788
0--2,0.613198
1--2,0.835607
1--3,0.863973
2--3,0.637669
0--1,0.134956
0--1,0.134956
0--1,0.134956
0--1,0.134956
0--1,0.134956
0--1,0.134956
0--1,0.134956
0--1,0.134956
0--1,0.134956
